Num,Raw
209,12.73
210,12.73
211,12.73
212,12.7
213,12.73
214,12.73
215,12.7
216,12.7
217,12.73
218,12.73
219,12.7
220,12.73
221,12.73
222,12.73
223,12.73
224,12.7
225,12.73
226,12.73
227,12.73
228,12.73
229,12.73
230,12.73
231,12.73
232,12.73
233,12.73
234,12.73
235,12.73
236,12.73
237,12.73
238,12.73
239,12.73
240,12.73
241,12.73
242,12.73
243,12.73
244,12.73
245,12.73
246,12.73
247,12.73
248,12.73
249,12.75
250,12.78
251,12.75
252,12.73
253,12.75
254,12.75
255,12.73
256,12.73
257,12.75
258,12.75
259,12.75
260,12.73
261,12.75
262,12.73
263,12.7
264,12.73
265,12.73
266,12.73
267,12.7
268,12.73
269,12.73
270,12.73
271,12.73
272,12.73
273,12.73
274,12.73
275,12.73
276,12.75
277,12.75
278,12.75
279,12.75
280,12.75
281,12.75
282,12.73
283,12.73
284,12.73
285,12.75
286,12.73
287,12.73
288,12.73
289,12.73
290,12.73
291,12.7
292,12.73
293,12.73
294,12.7
295,12.7
296,12.73
297,12.73
298,12.7
299,12.7
300,12.73
301,12.73
302,12.73
303,12.7
304,12.73
305,12.73
306,12.7
307,12.7
308,12.73
309,12.73
310,12.7
311,12.7
312,12.73
313,12.73
314,12.73
315,12.7
316,12.73
317,12.73
318,12.73
319,12.73
320,12.73
321,12.73
322,12.73
323,12.73
324,12.75
325,12.73
326,12.73
327,12.73
328,12.73
329,12.73
330,12.7
331,12.73
332,12.73
333,12.73
334,12.7
335,12.7
336,12.73
337,12.73
338,12.7
339,12.73
340,12.73
341,12.73
342,12.7
343,12.7
344,12.73
345,12.73
346,12.7
347,12.7
348,12.73
349,12.73
350,12.73
351,12.73
352,12.73
353,12.7
354,12.7
355,12.73
356,12.73
357,12.73
358,12.73
359,12.73
360,12.75
361,12.73
362,12.73
363,12.73
364,12.73
365,12.73
366,12.73
367,12.73
368,12.73
369,12.73
370,12.7
371,12.73
372,12.73
373,12.7
374,12.7
375,12.73
376,12.73
377,12.7
378,12.7
379,12.73
380,12.73
381,12.7
382,12.7
383,12.73
384,12.73
385,12.7
386,12.7
387,12.73
388,12.73
389,12.7
390,12.7
391,12.73
392,12.73
393,12.7
394,12.73
395,12.75
396,12.75
397,12.73
398,12.73
399,12.75
400,12.78
401,12.75
402,12.75
403,12.78
404,12.75
405,12.75
406,12.75
407,12.81
408,12.75
409,12.75
410,12.73
411,12.75
412,12.75
413,12.73
414,12.73
415,12.73
416,12.73
417,12.73
418,12.73
419,12.75
420,12.75
421,12.75
422,12.75
423,12.73
424,12.73
425,12.7
426,12.73
427,12.73
428,12.73
429,12.73
430,12.73
431,12.75
432,12.73
433,12.7
434,12.73
435,12.75
436,12.73
437,12.73
438,12.73
439,12.75
440,12.73
441,12.7
442,12.73
443,12.75
444,12.73
445,12.7
446,12.73
447,12.75
448,12.78
449,12.75
450,12.75
451,12.78
452,12.78
453,12.75
454,12.75
455,12.75
456,12.78
457,12.78
458,12.73
459,12.73
460,12.73
461,12.73
462,12.73
463,12.73
464,12.73
465,12.73
466,12.73
467,12.78
468,12.78
469,12.78
470,12.78
471,12.78
472,12.81
473,12.75
474,12.78
475,12.78
476,12.75
477,12.73
478,12.73
479,12.73
480,12.73
481,12.73
482,12.73
483,12.75
484,12.75
485,12.73
486,12.73
487,12.75
488,12.75
489,12.73
490,12.73
491,12.75
492,12.75
493,12.73
494,12.73
495,12.75
496,12.75
497,12.73
498,12.73
499,12.73
500,12.73
501,12.73
502,12.73
503,12.75
504,12.73
505,12.73
506,12.73
507,12.75
508,12.73
509,12.73
510,12.73
511,12.75
512,12.73
513,12.73
514,12.73
515,12.75
516,12.73
517,12.73
518,12.73
519,12.75
520,12.73
521,12.73
522,12.75
523,12.73
524,12.73
525,12.73
526,12.73
527,12.75
528,12.73
529,12.73
530,12.73
531,12.75
532,12.73
533,12.73
534,12.75
535,12.75
536,12.73
537,12.73
538,12.75
539,12.75
540,12.73
541,12.73
542,12.73
543,12.73
544,12.73
545,12.73
546,12.73
547,12.75
548,12.73
549,12.73
550,12.73
551,12.73
552,12.73
553,12.73
554,12.73
555,12.73
556,12.73
557,12.73
558,12.73
559,12.73
560,12.73
561,12.73
562,12.78
563,12.78
564,12.75
565,12.78
566,12.78
567,12.75
568,12.73
569,12.73
570,12.73
571,12.75
572,12.73
573,12.73
574,12.75
575,12.73
576,12.73
577,12.73
578,12.75
579,12.73
580,12.7
581,12.73
582,12.75
583,12.73
584,12.73
585,12.73
586,12.75
587,12.73
588,12.73
589,12.73
590,12.75
591,12.73
592,12.73
593,12.73
594,12.75
595,12.73
596,12.73
597,12.73
598,12.75
599,12.73
600,12.73
601,12.73
602,12.73
603,12.73
604,12.73
605,12.75
606,12.73
607,12.73
608,12.73
609,12.73
610,12.75
611,12.73
612,12.73
613,12.73
614,12.75
615,12.73
616,12.73
617,12.75
618,12.75
619,12.73
620,12.73
621,12.73
622,12.75
623,12.73
624,12.73
625,12.73
626,12.73
627,12.7
628,12.7
629,12.73
630,12.75
631,12.73
632,12.73
633,12.73
634,12.75
635,12.7
636,12.73
637,12.73
638,12.73
639,12.73
640,12.73
641,12.75
642,12.73
643,12.7
644,12.7
645,12.73
646,12.73
647,12.7
648,12.73
649,12.75
650,12.73
651,12.73
652,12.73
653,12.75
654,12.73
655,12.73
656,12.73
657,12.75
658,12.73
659,12.73
660,12.73
661,12.75
662,12.73
663,12.73
664,12.73
665,12.73
666,12.73
667,12.73
668,12.73
669,12.75
670,12.73
671,12.7
672,12.73
673,12.75
674,12.73
675,12.73
676,12.73
677,12.73
678,12.73
679,12.73
680,12.73
681,12.73
682,12.73
683,12.73
684,12.73
685,12.75
686,12.75
687,12.73
688,12.75
689,12.78
690,12.73
691,12.73
692,12.78
693,12.75
694,12.73
695,12.7
696,12.73
697,12.73
698,12.73
699,12.73
700,12.73
701,12.73
702,12.7
703,12.73
704,12.73
705,12.73
706,12.73
707,12.7
708,12.73
709,12.73
710,12.7
711,12.7
712,12.73
713,12.73
714,12.7
715,12.73
716,12.73
717,12.73
718,12.7
719,12.7
720,12.73
721,12.73
722,12.7
723,12.7
724,12.73
725,12.73
726,12.7
727,12.73
728,12.73
729,12.73
730,12.7
731,12.7
732,12.73
733,12.73
734,12.7
735,12.73
736,12.73
737,12.73
738,12.7
739,12.73
740,12.73
741,12.73
742,12.7
743,12.7
744,12.73
745,12.73
746,12.7
747,12.73
748,12.73
749,12.73
750,12.7
751,12.73
752,12.73
753,12.73
754,12.7
755,12.73
756,12.73
757,12.73
758,12.7
759,12.73
760,12.73
761,12.73
762,12.7
763,12.73
764,12.73
765,12.73
766,12.7
767,12.73
768,12.73
769,12.7
770,12.7
771,12.73
772,12.73
773,12.7
774,12.7
775,12.73
776,12.73
777,12.73
778,12.7
779,12.73
780,12.73
781,12.7
782,12.7
783,12.73
784,12.75
785,12.73
786,12.7
787,12.73
788,12.73
789,12.73
790,12.7
791,12.73
792,12.73
793,12.7
794,12.7
795,12.73
796,12.73
797,12.7
798,12.73
799,12.73
800,12.73
801,12.73
802,12.7
803,12.73
804,12.75
805,12.73
806,12.75
807,12.75
808,12.75
809,12.73
810,12.73
811,12.75
812,12.73
813,12.7
814,12.73
815,12.73
816,12.73
817,12.7
818,12.73
819,12.73
820,12.73
821,12.7
822,12.73
823,12.73
824,12.73
825,12.7
826,12.73
827,12.73
828,12.73
829,12.7
830,12.73
831,12.73
832,12.73
833,12.7
834,12.73
835,12.73
836,12.73
837,12.7
838,12.73
839,12.73
840,12.7
841,12.7
842,12.73
843,12.73
844,12.73
845,12.7
846,12.73
847,12.73
848,12.7
849,12.7
850,12.73
851,12.73
852,12.7
853,12.7
854,12.73
855,12.73
856,12.7
857,12.7
858,12.73
859,12.73
860,12.7
861,12.7
862,12.73
863,12.73
864,12.7
865,12.7
866,12.73
867,12.73
868,12.73
869,12.7
870,12.73
871,12.73
872,12.7
873,12.7
874,12.73
875,12.73
876,12.7
877,12.73
878,12.73
879,12.73
880,12.73
881,12.7
882,12.73
883,12.73
884,12.7
885,12.7
886,12.73
887,12.73
888,12.7
889,12.73
890,12.73
891,12.73
892,12.7
893,12.7
894,12.73
895,12.73
896,12.7
897,12.7
898,12.73
899,12.73
900,12.7
901,12.73
902,12.73
903,12.73
904,12.7
905,12.7
906,12.73
907,12.7
908,12.7
909,12.73
910,12.73
911,12.73
912,12.7
913,12.7
914,12.73
915,12.73
916,12.7
917,12.7
918,12.73
919,12.7
920,12.7
921,12.73
922,12.75
923,12.73
924,12.73
925,12.75
926,12.75
927,12.73
928,12.73
929,12.75
930,12.75
931,12.73
932,12.7
933,12.73
934,12.73
935,12.73
936,12.7
937,12.73
938,12.73
939,12.75
940,12.75
941,12.75
942,12.75
943,12.73
944,12.73
945,12.81
946,12.75
947,12.73
948,12.73
949,12.81
950,12.75
951,12.73
952,12.73
953,12.78
954,12.75
955,12.73
956,12.73
957,12.75
958,12.78
959,12.73
960,12.73
961,12.75
962,12.75
963,12.73
964,12.75
965,12.84
966,12.75
967,12.75
968,12.75
969,12.84
970,12.78
971,12.75
972,12.75
973,12.84
974,12.75
975,12.75
976,12.75
977,12.75
978,12.75
979,12.73
980,12.75
981,12.81
982,12.75
983,12.75
984,12.78
985,12.75
986,12.73
987,12.73
988,12.75
989,12.78
990,12.75
991,12.73
992,12.75
993,12.81
994,12.73
995,12.73
996,12.73
997,12.75
998,12.73
999,12.73
1000,12.78
1001,12.75
1002,12.73
1003,12.73
1004,12.78
1005,12.75
1006,12.73
1007,12.73
1008,12.81
1009,12.75
1010,12.73
1011,12.73
1012,12.73
1013,12.75
1014,12.73
1015,12.78
1016,12.75
1017,12.75
1018,12.78
1019,12.73
1020,12.73
1021,12.75
1022,12.73
1023,12.73
1024,12.73
1025,12.75
1026,12.78
1027,12.75
1028,12.78
1029,12.75
1030,12.73
1031,12.73
1032,12.75
1033,12.78
1034,12.73
1035,12.73
1036,12.75
1037,12.75
1038,12.75
1039,12.73
1040,12.75
1041,12.75
1042,12.75
1043,12.75
1044,12.84
1045,12.75
1046,12.75
1047,12.75
1048,12.78
1049,12.81
1050,12.75
1051,12.75
1052,12.78
1053,12.75
1054,12.73
1055,12.73
1056,12.75
1057,12.75
1058,12.73
1059,12.75
1060,12.75
1061,12.75
1062,12.73
1063,12.75
1064,12.75
1065,12.75
1066,12.73
1067,12.75
1068,12.75
1069,12.75
1070,12.73
1071,12.75
1072,12.75
1073,12.75
1074,12.73
1075,12.75
1076,12.75
1077,12.73
1078,12.73
1079,12.75
1080,12.75
1081,12.75
1082,12.73
1083,12.75
1084,12.78
1085,12.75
1086,12.73
1087,12.75
1088,12.75
1089,12.73
1090,12.73
1091,12.75
1092,12.75
1093,12.73
1094,12.73
1095,12.75
1096,12.75
1097,12.75
1098,12.73
1099,12.75
1100,12.75
1101,12.73
1102,12.73
1103,12.75
1104,12.75
1105,12.73
1106,12.73
1107,12.75
1108,12.75
1109,12.75
1110,12.73
1111,12.75
1112,12.75
1113,12.73
1114,12.73
1115,12.75
1116,12.75
1117,12.73
1118,12.73
1119,12.75
1120,12.75
1121,12.75
1122,12.73
1123,12.75
1124,12.75
1125,12.73
1126,12.73
1127,12.75
1128,12.75
1129,12.73
1130,12.73
1131,12.75
1132,12.75
1133,12.73
1134,12.73
1135,12.75
1136,12.75
1137,12.73
1138,12.73
1139,12.75
1140,12.75
1141,12.73
1142,12.73
1143,12.75
1144,12.73
1145,12.73
1146,12.75
1147,12.75
1148,12.73
1149,12.73
1150,12.75
1151,12.75
1152,12.75
1153,12.73
1154,12.75
1155,12.75
1156,12.75
1157,12.73
1158,12.75
1159,12.78
1160,12.78
1161,12.75
1162,12.78
1163,12.78
1164,12.75
1165,12.75
1166,12.78
1167,12.78
1168,12.75
1169,12.75
1170,12.75
1171,12.75
1172,12.75
1173,12.75
1174,12.75
1175,12.75
1176,12.75
1177,12.73
1178,12.75
1179,12.75
1180,12.75
1181,12.75
1182,12.75
1183,12.75
1184,12.75
1185,12.75
1186,12.75
1187,12.78
1188,12.75
1189,12.75
1190,12.75
1191,12.78
1192,12.75
1193,12.75
1194,12.75
1195,12.75
1196,12.75
1197,12.75
1198,12.78
1199,12.78
1200,12.75
1201,12.75
1202,12.78
1203,12.75
1204,12.75
1205,12.78
1206,12.78
1207,12.78
1208,12.75
1209,12.75
1210,12.78
1211,12.75
1212,12.75
1213,12.75
1214,12.78
1215,12.75
1216,12.75
1217,12.75
1218,12.78
1219,12.75
1220,12.75
1221,12.75
1222,12.78
1223,12.75
1224,12.75
1225,12.75
1226,12.75
1227,12.75
1228,12.75
1229,12.75
1230,12.78
1231,12.78
1232,12.75
1233,12.75
1234,12.75
1235,12.75
1236,12.75
1237,12.75
1238,12.78
1239,12.75
1240,12.75
1241,12.75
1242,12.78
1243,12.75
1244,12.75
1245,12.78
1246,12.75
1247,12.75
1248,12.75
1249,12.75
1250,12.75
1251,12.73
1252,12.73
1253,12.75
1254,12.75
1255,12.73
1256,12.73
1257,12.75
1258,12.78
1259,12.75
1260,12.75
1261,12.75
1262,12.75
1263,12.75
1264,12.75
1265,12.75
1266,12.75
1267,12.73
1268,12.73
1269,12.73
1270,12.73
1271,12.73
1272,12.73
1273,12.75
1274,12.75
1275,12.73
1276,12.73
1277,12.75
1278,12.81
1279,12.78
1280,12.78
1281,12.81
1282,12.78
1283,12.75
1284,12.75
1285,12.78
1286,12.75
1287,12.73
1288,12.73
1289,12.73
1290,12.75
1291,12.73
1292,12.73
1293,12.78
1294,12.75
1295,12.75
1296,12.75
1297,12.78
1298,12.75
1299,12.73
1300,12.73
1301,12.75
1302,12.73
1303,12.73
1304,12.73
1305,12.73
1306,12.73
1307,12.7
1308,12.7
1309,12.73
1310,12.73
1311,12.73
1312,12.73
1313,12.73
1314,12.7
1315,12.7
1316,12.7
1317,12.73
1318,12.73
1319,12.73
1320,12.73
1321,12.73
1322,12.73
1323,12.7
1324,12.73
1325,12.73
1326,12.73
1327,12.7
1328,12.7
1329,12.7
1330,12.7
1331,12.73
1332,12.75
1333,12.75
1334,12.73
1335,12.7
1336,12.7
1337,12.73
1338,12.7
1339,12.7
1340,12.73
1341,12.73
1342,12.7
1343,12.73
1344,12.75
1345,12.75
1346,12.73
1347,12.73
1348,12.75
1349,12.75
1350,12.73
1351,12.73
1352,12.75
1353,12.75
1354,12.73
1355,12.73
1356,12.73
1357,12.73
1358,12.7
1359,12.73
1360,12.75
1361,12.75
1362,12.73
1363,12.73
1364,12.73
1365,12.73
1366,12.73
1367,12.75
1368,12.75
1369,12.78
1370,12.75
1371,12.75
1372,12.75
1373,12.73
1374,12.7
1375,12.7
1376,12.73
1377,12.73
1378,12.7
1379,12.7
1380,12.7
1381,12.7
1382,12.67
1383,12.67
1384,12.7
1385,12.7
1386,12.7
1387,12.7
1388,12.73
1389,12.7
1390,12.7
1391,12.7
1392,12.73
1393,12.73
1394,12.7
1395,12.7
1396,12.73
1397,12.73
1398,12.73
1399,12.73
1400,12.73
1401,12.7
1402,12.7
1403,12.73
1404,12.7
1405,12.67
1406,12.7
1407,12.7
1408,12.73
1409,12.7
1410,12.7
1411,12.73
1412,12.73
1413,12.7
1414,12.7
1415,12.7
1416,12.7
1417,12.67
1418,12.67
1419,12.64
1420,12.13
1421,11.47
1422,11.3
1423,11.3
1424,11.3
1425,11.27
1426,11.27
1427,11.3
1428,11.3
1429,11.27
1430,11.27
1431,11.27
1432,11.27
1433,11.24
1434,11.27
1435,11.27
1436,11.27
1437,11.24
1438,11.24
1439,11.27
1440,11.27
1441,11.24
1442,11.24
1443,11.27
1444,11.27
1445,11.24
1446,11.24
1447,11.27
1448,11.24
1449,11.24
1450,11.24
1451,11.24
1452,11.24
1453,11.24
1454,11.21
1455,11.24
1456,11.24
1457,11.24
1458,11.24
1459,11.24
1460,11.21
1461,11.21
1462,11.21
1463,11.24
1464,11.21
1465,11.21
1466,11.21
1467,11.21
1468,11.21
1469,11.61
1470,11.84
1471,11.95
1472,12.35
1473,12.64
1474,12.67
1475,12.67
1476,12.64
1477,12.64
1478,12.64
1479,12.67
1480,12.64
1481,12.64
1482,12.67
1483,12.7
1484,12.67
1485,12.67
1486,12.67
1487,12.7
1488,12.67
1489,12.67
1490,12.67
1491,12.67
1492,12.64
1493,12.64
1494,12.64
1495,12.67
1496,12.61
1497,12.61
1498,12.64
1499,12.64
1500,12.61
1501,12.64
1502,12.67
1503,12.67
1504,12.64
1505,12.64
1506,12.67
1507,12.67
1508,12.64
1509,12.67
1510,12.67
1511,12.67
1512,12.64
1513,12.64
1514,12.67
1515,12.7
1516,12.67
1517,12.7
1518,12.7
1519,12.7
1520,12.67
1521,12.64
1522,12.7
1523,12.67
1524,12.33
1525,10.92
1526,9.75
1527,9.61
1528,9.61
1529,9.61
1530,9.61
1531,9.61
1532,9.58
1533,9.58
1534,9.61
1535,9.61
1536,9.61
1537,9.61
1538,9.61
1539,9.58
1540,9.58
1541,9.58
1542,9.61
1543,9.61
1544,9.61
1545,9.61
1546,9.61
1547,9.61
1548,9.58
1549,9.61
1550,9.61
1551,9.61
1552,9.58
1553,9.58
1554,9.61
1555,9.61
1556,9.58
1557,9.58
1558,9.61
1559,9.58
1560,9.58
1561,9.58
1562,9.58
1563,9.58
1564,9.58
1565,9.58
1566,9.58
1567,9.58
1568,9.58
1569,9.58
1570,9.58
1571,9.58
1572,9.58
1573,9.58
1574,9.58
1575,9.58
1576,9.58
1577,9.58
1578,9.58
1579,9.58
1580,9.58
1581,9.55
1582,9.58
1583,9.58
1584,9.55
1585,9.58
1586,9.67
1587,10.7
1588,11.95
1589,12.44
1590,12.61
1591,12.61
1592,12.58
1593,12.58
1594,12.58
1595,12.58
1596,12.58
1597,12.61
1598,12.64
1599,12.61
1600,12.58
1601,12.58
1602,12.58
1603,12.58
1604,12.55
1605,12.55
1606,12.58
1607,12.58
1608,12.55
1609,12.55
1610,12.58
1611,12.58
1612,12.55
1613,12.55
1614,12.58
1615,12.58
1616,12.58
1617,12.55
1618,12.58
1619,12.58
1620,12.55
1621,12.55
1622,12.58
1623,12.55
1624,12.55
1625,12.58
1626,12.55
1627,12.55
1628,12.55
1629,12.58
1630,12.58
1631,12.53
1632,12.47
1633,12.01
1634,11.52
1635,11.44
1636,11.44
1637,11.44
1638,11.47
1639,11.44
1640,11.44
1641,11.44
1642,11.41
1643,11.38
1644,11.38
1645,11.41
1646,11.41
1647,11.41
1648,11.41
1649,11.41
1650,11.41
1651,11.41
1652,11.41
1653,11.44
1654,11.44
1655,11.41
1656,11.41
1657,11.44
1658,11.44
1659,11.44
1660,11.44
1661,11.44
1662,11.44
1663,11.44
1664,11.44
1665,11.44
1666,11.41
1667,11.41
1668,11.41
1669,11.44
1670,11.44
1671,11.41
1672,11.41
1673,11.7
1674,11.84
1675,12.04
1676,12.38
1677,12.5
1678,12.53
1679,12.5
1680,12.5
1681,12.53
1682,12.5
1683,12.47
1684,12.47
1685,12.47
1686,12.47
1687,12.47
1688,12.5
1689,12.5
1690,12.47
1691,12.47
1692,12.5
1693,12.5
1694,12.47
1695,12.47
1696,12.5
1697,12.5
1698,12.47
1699,12.47
1700,12.5
1701,12.5
1702,12.44
1703,12.44
1704,12.47
1705,12.47
1706,12.44
1707,12.44
1708,12.47
1709,12.47
1710,12.44
1711,12.44
1712,12.44
1713,12.44
1714,12.44
1715,12.41
1716,12.44
1717,12.44
1718,12.44
1719,12.44
1720,12.47
1721,12.44
1722,12.41
1723,12.41
1724,12.44
1725,12.47
1726,12.07
1727,8.18
1728,3.84
1729,2.78
1730,2.72
1731,2.72
1732,2.72
1733,2.72
1734,2.69
1735,2.69
1736,2.72
1737,2.72
1738,2.69
1739,2.69
1740,2.69
1741,2.72
1742,2.69
1743,2.69
1744,2.69
1745,2.69
1746,2.69
1747,2.69
1748,2.69
1749,2.69
1750,2.69
1751,2.69
1752,2.69
1753,2.69
1754,2.69
1755,2.69
1756,2.69
1757,2.69
1758,2.69
1759,2.69
1760,2.72
1761,2.69
1762,2.69
1763,2.69
1764,2.69
1765,2.69
1766,2.67
1767,2.67
1768,2.69
1769,2.69
1770,2.67
1771,2.67
1772,2.69
1773,2.69
1774,2.69
1775,2.67
1776,2.67
1777,2.67
1778,2.67
1779,2.67
1780,2.67
1781,2.69
1782,2.69
1783,2.67
1784,2.67
1785,2.67
1786,2.67
1787,2.67
1788,2.69
1789,2.72
1790,2.72
1791,2.72
1792,2.72
1793,2.75
1794,2.75
1795,2.72
1796,2.72
1797,2.75
1798,2.75
1799,2.72
1800,2.72
1801,2.75
1802,2.75
1803,2.75
1804,2.75
1805,2.75
1806,2.75
1807,2.75
1808,2.75
1809,2.75
1810,2.75
1811,2.75
1812,2.72
1813,2.75
1814,2.75
1815,2.72
1816,2.72
1817,2.75
1818,2.75
1819,2.75
1820,2.72
1821,2.75
1822,2.75
1823,2.72
1824,2.72
1825,2.72
1826,2.75
1827,2.72
1828,2.72
1829,2.75
1830,2.75
1831,2.72
1832,2.72
1833,2.75
1834,2.75
1835,2.72
1836,2.72
1837,2.72
1838,2.75
1839,2.72
1840,2.72
1841,2.72
1842,2.75
1843,2.75
1844,2.72
1845,2.72
1846,2.75
1847,2.72
1848,2.72
1849,2.72
1850,2.75
1851,2.72
1852,2.72
1853,2.72
1854,2.72
1855,2.72
1856,2.72
1857,2.72
1858,2.72
1859,2.72
1860,2.72
1861,2.69
1862,2.72
1863,2.72
1864,2.69
1865,2.72
1866,2.72
1867,2.69
1868,2.69
1869,2.69
1870,2.72
1871,2.69
1872,2.69
1873,2.69
1874,2.72
1875,2.72
1876,2.72
1877,2.72
1878,2.72
1879,2.72
1880,2.72
1881,2.72
1882,2.72
1883,2.72
1884,2.69
1885,2.69
1886,2.69
1887,2.69
1888,2.67
1889,2.67
1890,2.67
1891,2.67
1892,2.67
1893,2.67
1894,2.69
1895,2.69
1896,2.69
1897,2.69
1898,2.67
1899,2.67
1900,2.64
1901,2.64
1902,2.64
1903,2.67
1904,2.67
1905,2.64
1906,2.64
1907,2.67
1908,2.64
1909,2.64
1910,2.67
1911,2.67
1912,2.67
1913,2.64
1914,2.67
1915,2.67
1916,2.67
1917,2.64
1918,2.67
1919,2.69
1920,2.69
1921,2.69
1922,2.72
1923,2.69
1924,2.64
1925,2.64
1926,2.64
1927,2.64
1928,2.64
1929,2.64
1930,2.64
1931,2.67
1932,2.67
1933,2.64
1934,2.67
1935,2.67
1936,2.67
1937,2.67
1938,2.67
1939,2.67
1940,2.67
1941,2.67
1942,2.67
1943,2.69
1944,2.67
1945,2.67
1946,2.67
1947,2.69
1948,2.69
1949,2.67
1950,2.67
1951,2.69
1952,2.69
1953,2.69
1954,2.67
1955,2.69
1956,2.69
1957,2.67
1958,2.67
1959,2.67
1960,2.69
1961,2.67
1962,2.67
1963,2.69
1964,2.69
1965,2.67
1966,2.67
1967,2.69
1968,2.69
1969,2.69
1970,2.69
1971,2.69
1972,2.69
1973,2.69
1974,2.67
1975,2.67
1976,2.69
1977,2.69
1978,2.69
1979,2.69
1980,2.69
1981,2.69
1982,2.69
1983,2.69
1984,2.69
1985,2.69
1986,2.69
1987,2.69
1988,2.69
1989,2.69
1990,2.67
1991,2.69
1992,2.69
1993,2.69
1994,2.69
1995,2.69
1996,2.72
1997,2.72
1998,2.72
1999,2.72
2000,2.72
2001,2.72
2002,2.69
2003,2.72
2004,2.72
2005,2.72
2006,2.69
2007,2.69
2008,2.72
2009,2.72
2010,2.69
2011,2.72
2012,2.72
2013,2.72
2014,2.69
2015,2.69
2016,2.72
2017,2.72
2018,2.69
2019,2.72
2020,2.72
2021,2.72
2022,2.72
2023,2.72
2024,2.78
2025,2.84
2026,3.52
2027,7.64
2028,11.75
2029,12.44
2030,12.44
2031,12.44
2032,12.44
2033,12.44
2034,12.44
2035,12.44
2036,12.47
2037,12.47
2038,12.44
2039,12.44
2040,12.47
2041,12.44
2042,12.44
2043,12.47
2044,12.47
2045,12.47
2046,12.44
2047,12.44
2048,12.47
2049,12.44
2050,12.44
2051,12.44
2052,12.47
2053,12.47
2054,12.44
2055,12.47
2056,12.5
2057,12.47
2058,12.47
2059,12.47
2060,12.5
2061,12.47
2062,12.47
2063,12.47
2064,12.5
2065,12.5
2066,12.47
2067,12.47
2068,12.47
2069,12.47
2070,12.47
2071,12.47
2072,12.47
2073,12.47
2074,12.5
2075,12.5
2076,12.53
2077,12.5
2078,12.47
2079,12.5
2080,12.53
2081,12.5
2082,12.5
2083,12.5
2084,12.5
2085,12.47
2086,12.47
2087,12.47
2088,12.5
2089,12.47
2090,12.47
2091,12.5
2092,12.5
2093,12.5
2094,12.5
2095,12.5
2096,12.5
2097,12.5
2098,12.5
2099,12.5
2100,12.5
2101,12.47
2102,12.47
2103,12.5
2104,12.5
2105,12.47
2106,12.47
2107,12.5
2108,12.5
2109,12.47
2110,12.47
2111,12.5
2112,12.5
2113,12.5
2114,12.47
2115,12.5
2116,12.53
2117,12.53
2118,12.5
2119,12.53
2120,12.53
2121,12.24
2122,11.7
2123,11.5
2124,11.41
2125,11.41
2126,11.41
2127,11.44
2128,11.44
2129,11.41
2130,11.41
2131,11.44
2132,11.41
2133,11.41
2134,11.41
2135,11.44
2136,11.44
2137,11.44
2138,11.44
2139,11.47
